Sex,Occupation,EditorID,MinLevel,Compatible OMODs,Is NSFW?
10,11101010011010010111,HighHeels00,0,,0
10,11101010011010010111,HighHeels01,0,,0
10,11101010011010010111,HighHeels02,0,,0
10,11101010011010010111,HighHeels03,0,,0
10,11101010011010010111,HighHeels04,0,,0
10,11101010011010010111,HighHeels05,0,,0
10,11101010011010010111,HighHeels06,0,,0
10,11101010011010010111,HighHeels07,0,,0
10,11101010011010010111,HighHeels08,0,,0
10,11101010011010010111,HighHeels09,0,,0
10,11101010011010010111,HighHeels10,0,,0
10,11101010011010010111,HighHeels11,0,,0
10,11101010011010010111,HighHeels12,0,,0
10,11101010011010010111,HighHeels13,0,,0
10,11101010011010010111,HighHeels14,0,,0
10,11101010011010010111,HighHeels15,0,,0
10,11101010011010010111,HighHeels16,0,,0
10,11101010011010010111,HighHeels17,0,,0
10,11101010011010010111,HighHeels18,0,,0
10,11101010011010010111,HighHeels19,0,,0
10,11101010011010010111,HighHeels20,0,,0
10,11101010011010010111,HighHeels21,0,,0
10,11101010011010010111,HighHeels22,0,,0
10,11101010011010010111,HighHeels23,0,,0
10,11101010011010010111,HighHeels24,0,,0
10,11101010011010010111,HighHeels25,0,,0
10,11101010011010010111,HighHeels26,0,,0
10,11101010011010010111,HighHeels27,0,,0
10,11101010011010010111,HighHeels28,0,,0
10,11101010011010010111,HighHeels29,0,,0
10,11101010011010010111,HighHeels30,0,,0
10,11101010011010010111,HighHeels31,0,,0
10,11101010011010010111,HighHeels32,0,,0
10,11101010011010010111,HighHeels33,0,,0
10,11101010011010010111,HighHeels34,0,,0
10,11101010011010010111,HighHeels35,0,,0
10,11101010011010010111,Highheels_bottom01,0,,0
10,11101010011010010111,Highheels_bottom02,0,,0
10,11101010011010010111,Highheels_Pants01,0,,0
10,11101010011010010111,Highheels_Skirt01,0,,0
10,11101010011010010111,Highheels_Skirt02,0,,0
10,11101010011010010111,Highheels_Top01,0,,0
10,11101010011010010111,Highheels_Top02,0,,0
10,11101010011010010111,Highheels_Top03,0,,0
