Sex,Occupation,EditorID,MinLevel,Compatible OMODs,Is NSFW?
11,00000000000000000010,RH_CraftedHackedShockCollar,0,,0
11,00000000000000000010,RH_CraftedHackedThrobbingShockCollar,0,,0
11,00000000000000000010,RH_CraftedHandcuffs,0,,0
11,00000000000000000010,RH_CraftedHighSecurityHandcuffs,0,,0
11,00000000000000000010,RH_CraftedHingedHandcuffs,0,,0
11,00000000000000000010,RH_CraftedHingedHighSecurityHandcuffs,0,,0
11,00000000000000000010,RH_CraftedShockCollarMarkThree,0,,0
11,00000000000000000010,RH_CraftedShockCollarMarkTwo,0,,0
11,00000000000000000010,RH_CraftedThrobbingShockCollarMarkThree,0,,0
11,00000000000000000010,RH_CraftedThrobbingShockCollarMarkTwo,0,,0
11,00000000000000000010,RH_Handcuffs,0,RH_ModStandardLock;RH_ModHighSecurityLock;RH_ModHandcuffsArmsCuffedBehindBack_TD;RH_ModConvertToHingedHandcuffs;RH_ModTimedLockDial;RH_ModTimedLock3h;RH_ModTimedLock6h;RH_ModTimedLock12h;RH_ModRemoveChain;RH_ModTimedLock9h;RH_ModHandcuffsArmsCuffedBehindBack,0
11,00000000000000000010,RH_HandcuffsBroken,0,RH_ModStandardLock;RH_ModHighSecurityLock;RH_ModTimedLockDial;RH_ModTimedLock3h;RH_ModTimedLock6h;RH_ModTimedLock12h;RH_ModHandcuffsOnWristsBroken;RH_ModRepairChain;RH_ModTimedLock9h,0
11,00000000000000000010,RH_HandcuffsHinged,0,RH_ModStandardLock;RH_ModHighSecurityLock;RH_ModHandcuffsArmsCuffedBehindBackHinged;RH_ModConvertToStandardHandcuffs;RH_ModTimedLockDial;RH_ModTimedLock3h;RH_ModTimedLock6h;RH_ModTimedLock12h;RH_ModRemoveHinges;RH_ModTimedLock9h,0
11,00000000000000000010,RH_HandcuffsHingedBroken,0,RH_ModStandardLock;RH_ModHighSecurityLock;RH_ModTimedLockDial;RH_ModTimedLock3h;RH_ModTimedLock6h;RH_ModTimedLock12h;RH_ModRepairHinges;RH_ModTimedLock9h,0
11,00000000000000000010,RH_ShockCollar,0,RH_ModFirmwareRobcoMarkTwo;RH_ModCollarElectronicLock;RH_ModStandardShockModule;RH_ModThrobbingShockModule;RH_ModExplosiveModule;RH_ModFirmwareRobcoMarkThree;RH_ModFirmwareRobcoHacked,0
