Sex,Occupation,EditorID,MinLevel,Compatible OMODs,Is NSFW?
10,10001010011010111001,33_EasyGirl_BuckleBoots_BlackChrome_BS,0,,0
10,10001010011010111001,33_EasyGirl_BuckleBoots_Black_BS,0,,0
10,10001010011010111001,33_EasyGirl_BuckleBoots_Brown_BS,0,,0
10,10001010011010111001,33_EasyGirl_BuckleBoots_White_BS,0,,0
10,11111111111011111101,33_EasyGirl_Buckled_AlpineBoots_Brown_BS,0,,0
10,11111111111011111101,33_EasyGirl_Buckled_BikerBoots_Black_BS,0,,0
10,11111111111011111101,33_EasyGirl_Buckled_BikerBoots_Brown_BS,0,,0
10,11111111111011111101,33_EasyGirl_Buckled_GothicBoots_Black_BS,0,,0
10,10001010011110011111,33_EasyGirl_GladiatorSandals_BlackVelvet_BS,0,,0
10,10001010011110011111,33_EasyGirl_GladiatorSandals_SlinkyRed_BS,0,,0
10,10001010011110011011,33_EasyGirl_HeelBootlets_Black_BS,0,,0
10,10001010011110011011,33_EasyGirl_HeelBootlets_White_BS,0,,0
10,11001010011110011011,33_EasyGirl_HeelSandals_BlackChrome_BS,0,,0
10,11001010011110011011,33_EasyGirl_HeelSandals_BlackClear_BS,0,,0
10,11001010011110011011,33_EasyGirl_HeelSandals_Black_BS,0,,0
10,11001010011110011011,33_EasyGirl_HeelSandals_GoGoBlackChrome_BS,0,,0
10,11001010011110011011,33_EasyGirl_HeelSandals_GoGoClear_BS,0,,0
10,11001010011110011011,33_EasyGirl_HeelSandals_GoGoPlaidRedChrome_BS,0,,0
10,11001010011110011011,33_EasyGirl_HeelSandals_PinkClear_BS,0,,0
10,11001010011110011011,33_EasyGirl_HeelSandals_PlaidPurple_BS,0,,0
10,11001010011110011011,33_EasyGirl_HeelSandals_Red2_BS,0,,0
10,11001010011110011011,33_EasyGirl_HeelSandals_White2_BS,0,,0
10,11001010011110011011,33_EasyGirl_HeelSandals_WhiteClear_BS,0,,0
10,11001010011110011011,33_EasyGirl_HighHeelSandals_BlackVelvet_BS,0,,0
10,11001010011110011011,33_EasyGirl_HighHeel_PeepToes_Black_BS,0,,0
10,11001010011110011011,33_EasyGirl_HighHeel_PeepToes_Red_BS,0,,0
10,11001010011110011011,33_EasyGirl_HighHeel_PeepToes_White_BS,0,,0
10,11001010011110011011,33_EasyGirl_KneeHigh_GladiatorSandals_BlackLatex_BS,0,,0
10,11001010011110011011,33_EasyGirl_KneeHigh_GladiatorSandals_BlackVelvet_BS,0,,0
10,11001010011110011011,33_EasyGirl_KneeHigh_Institute_Sandals_BS,0,,0
10,11001010011110011011,33_EasyGirl_KneeHigh_Sandals_BlackLatex_BS,0,,0
