Sex,Occupation,EditorID,MinLevel,Compatible OMODs,Is NSFW?,Clothing Type
11,10000010001001000100,30_TRS_BaseballCap,0,,0,Hat (Hair)
11,10000010001001000100,30_TRS_BaseballCap_Rose,0,,0,Hat (Hair)
11,10000010001001000100,31_TRS_BaseballCap,0,,0,Hat (No Hair)
11,10000010001001000100,31_TRS_BaseballCap_Rose,0,,0,Hat (No Hair)
11,11111111111111111111,33_TRS_Bare_TipToes,0,,0,Shoes & Body
11,11111111111111111111,33_TRS_BB_Boots,0,,0,Shoes & Body
11,11111111111111111111,33_TRS_BuckleBoots,0,,0,Shoes & Body
11,11111111111111111111,33_TRS_CorsairBootlets,0,,0,Shoes & Body
11,11111111111111111111,33_TRS_GladiatorSandals_Black,0,,0,Shoes & Body
11,11111111111111111111,33_TRS_GladiatorSandals_Leo,0,,0,Shoes & Body
11,11111111111111111111,33_TRS_GladiatorSandals_RoseKork,0,,0,Shoes & Body
11,11111111111111111111,33_TRS_GladiatorSandals_White,0,,0,Shoes & Body
11,11111111111111111111,33_TRS_GoGoHeels_Black,0,,0,Shoes & Body
11,11111111111111111111,33_TRS_GothicBoots,0,,0,Shoes & Body
11,11111111111111111111,33_TRS_HeelBootlets_Wood_Brown,0,,0,Shoes & Body
11,11111111111111111111,33_TRS_HeelMules_Black,0,,0,Shoes & Body
11,11111111111111111111,33_TRS_HeelMules_Kork,0,,0,Shoes & Body
11,11111111111111111111,33_TRS_HeelMules_Wood,0,,0,Shoes & Body
11,11111111111111111111,33_TRS_HeelSandals_GoGo_Orange,0,,0,Shoes & Body
11,11111111111111111111,33_TRS_HeelSandals_GoGo_White,0,,0,Shoes & Body
11,11111111111111111111,33_TRS_StilettoBootlets,0,,0,Shoes & Body
11,11111111111111111111,33_TRS_StilettoBoots_KneeHigh,0,,0,Shoes & Body
11,11111111111111111111,33_TRS_StripperHeels_Black,0,,0,Shoes & Body
11,11111111111111111111,33_TRS_StripperHeels_Red,0,,0,Shoes & Body
11,11111111111111111111,33_TRS_StripperHeels_White,0,,0,Shoes & Body
11,00001010010110001000,37_TRS_Corsage_BlackXazLeather,0,,0,Waist Wrap
11,00000010010110001000,37_TRS_Corsage_LeatherRed,0,,0,Waist Wrap
11,00000010010110001000,37_TRS_Corsage_Rose,0,,0,Waist Wrap
11,00000010010110001000,37_TRS_Corsage_White,0,,0,Waist Wrap
11,00100010001011000010,38_TRS_Blouse_Open_Brown,0,,0,Crop Top (No Sleeves)
11,00100010001011000010,38_TRS_Blouse_Open_Brown_Long,0,,0,Tank Top
11,00100010001011000010,38_TRS_Blouse_RosePlaid,0,,0,Crop Top (No Sleeves)
11,00001010000100001000,38_TRS_Body_BlackLeather,0,,0,Swimsuit (One-piece)
11,00001010000100001000,38_TRS_Body_WhiteBlossom,0,,1,Swimsuit (One-piece)
11,10000010001011000010,38_TRS_Bustier_Flag,0,,0,Bra
11,10011010001011010011,38_TRS_Bustier_WhiteSheer,0,,0,Bra
11,00100101100000000010,38_TRS_CropTop_BOS_Green,0,,0,Crop Top (No Sleeves)
