Sex,Occupation,EditorID,MinLevel,Compatible OMODs,Is NSFW?,Clothing Type
10,11111111111001101010,Vtaw_WD9BikiniShirt,0,OMOD_Vtaw_WD9_BikiniShirt_Lace;OMOD_Vtaw_WD9_BikiniShirt_Hex3;OMOD_Vtaw_WD9_BikiniShirt_Hex2;OMOD_Vtaw_WD9_BikiniShirt_Hex;OMOD_Vtaw_WD9_BikiniShirt_LatexBlackTR;OMOD_Vtaw_WD9_BikiniShirt_LatexBlack;OMOD_Vtaw_WD9_BikiniShirt_Palm;OMOD_Vtaw_WD9_BikiniShirt_Leo;OMOD_Vtaw_WD9_BikiniShirt_WoolBlack;OMOD_Vtaw_WD9_BikiniShirt_Wool;OMOD_Vtaw_WD9_BikiniShirt_Base,0,
10,11111111011001001010,Vtaw_WD9DarkNurseBikiniTop,0,OMOD_Vtaw_WD9_DarkNurse_Bikini_Lace;OMOD_Vtaw_WD9_DarkNurse_Bikini_Gold;OMOD_Vtaw_WD9_DarkNurse_Bikini_Leather;OMOD_Vtaw_WD9_DarkNurse_Bikini_Hex;OMOD_Vtaw_WD9_DarkNurse_Bikini_RaceQueen2;OMOD_Vtaw_WD9_DarkNurse_Bikini_RaceQueen;OMOD_Vtaw_WD9_DarkNurse_Bikini_Vault;OMOD_Vtaw_WD9_DarkNurse_Bikini_Cop;OMOD_Vtaw_WD9_DarkNurse_Bikini_Institute;OMOD_Vtaw_WD9_DarkNurse_Bikini_Blood;OMOD_Vtaw_WD9_DarkNurse_Bikini_Stripes;OMOD_Vtaw_WD9_DarkNurse_Bikini_Doctor;OMOD_Vtaw_WD9_DarkNurse_Bikini_Peach;OMOD_Vtaw_WD9_DarkNurse_Bikini_Skull;OMOD_Vtaw_WD9_DarkNurse_Bikini_Harley;OMOD_Vtaw_WD9_DarkNurse_Bikini_Leo;OMOD_Vtaw_WD9_DarkNurse_Bikini_Camo4;OMOD_Vtaw_WD9_DarkNurse_Bikini_Camo3;OMOD_Vtaw_WD9_DarkNurse_Bikini_Camo2;OMOD_Vtaw_WD9_DarkNurse_Bikini_Camo;OMOD_Vtaw_WD9_DarkNurse_Bikini_Nude;OMOD_Vtaw_WD9_DarkNurse_Bikini_HotPink;OMOD_Vtaw_WD9_DarkNurse_Bikini_White;OMOD_Vtaw_WD9_DarkNurse_Bikini_Red;OMOD_Vtaw_WD9_DarkNurse_Bikini_Dirt;OMOD_Vtaw_WD9_DarkNurse_Bikini_Base,0,
10,11111111101101001000,Vtaw_WD9DreamTop,0,OMOD_Vtaw_WD9_Dream_Top_Dmg;OMOD_Vtaw_WD9_Dream_Top_Dirt;OMOD_Vtaw_WD9_Dream_Top_Satan;OMOD_Vtaw_WD9_Dream_Top_Skull;OMOD_Vtaw_WD9_Dream_Top_WoolGray;OMOD_Vtaw_WD9_Dream_Top_Wool;OMOD_Vtaw_WD9_Dream_Top_TartanBlue;OMOD_Vtaw_WD9_Dream_Top_Tartan;OMOD_Vtaw_WD9_Dream_Top_Hawaiian2;OMOD_Vtaw_WD9_Dream_Top_Hawaiian;OMOD_Vtaw_WD9_Dream_Top_HotPink;OMOD_Vtaw_WD9_Dream_Top_Blue;OMOD_Vtaw_WD9_Dream_Top_Red;OMOD_Vtaw_WD9_Dream_Top_Green;OMOD_Vtaw_WD9_Dream_Top_Coffee;OMOD_Vtaw_WD9_Dream_Top_White;OMOD_Vtaw_WD9_Dream_Top_Base,0,
10,11111111101101001000,Vtaw_WD9DreamTopTranslucent,0,OMOD_Vtaw_WD9_Dream_TopTR_White;OMOD_Vtaw_WD9_Dream_TopTR_Red;OMOD_Vtaw_WD9_Dream_TopTR_HotPink;OMOD_Vtaw_WD9_Dream_TopTR_Green;OMOD_Vtaw_WD9_Dream_TopTR_Coffee;OMOD_Vtaw_WD9_Dream_TopTR_Blue;OMOD_Vtaw_WD9_Dream_TopTR_Base,0,Blouse
10,11111111111111111111,Vtaw_WD9MoxxiPanty,0,OMOD_Vtaw_WD9_Moxxi_Panty_Gold;OMOD_Vtaw_WD9_Moxxi_Panty_Camo;OMOD_Vtaw_WD9_Moxxi_Panty_Leo;OMOD_Vtaw_WD9_Moxxi_Panty_Lace4;OMOD_Vtaw_WD9_Moxxi_Panty_Lace3;OMOD_Vtaw_WD9_Moxxi_Panty_LatexBlackTR;OMOD_Vtaw_WD9_Moxxi_Panty_Hex;OMOD_Vtaw_WD9_Moxxi_Panty_LatexBlack;OMOD_Vtaw_WD9_Moxxi_Panty_Lace2White;OMOD_Vtaw_WD9_Moxxi_Panty_Lace2Nude;OMOD_Vtaw_WD9_Moxxi_Panty_Lace2Blue;OMOD_Vtaw_WD9_Moxxi_Panty_Lace2Red;OMOD_Vtaw_WD9_Moxxi_Panty_Lace2Pink;OMOD_Vtaw_WD9_Moxxi_Panty_Lace2;OMOD_Vtaw_WD9_Moxxi_Panty_Leather;OMOD_Vtaw_WD9_Moxxi_Panty_White;OMOD_Vtaw_WD9_Moxxi_Panty_Nude;OMOD_Vtaw_WD9_Moxxi_Panty_Violet;OMOD_Vtaw_WD9_Moxxi_Panty_Green;OMOD_Vtaw_WD9_Moxxi_Panty_HotPink;OMOD_Vtaw_WD9_Moxxi_Panty_Blue;OMOD_Vtaw_WD9_Moxxi_Panty_Red;OMOD_Vtaw_WD9_Moxxi_Panty_Base,0,
10,11111111111111111111,Vtaw_WD9OfficeBra,0,OMOD_Vtaw_WD9_Office_Lingerie_Lace3Pink;OMOD_Vtaw_WD9_Office_Lingerie_Lace3Blue;OMOD_Vtaw_WD9_Office_Lingerie_Lace3Red;OMOD_Vtaw_WD9_Office_Lingerie_Lace3;OMOD_Vtaw_WD9_Office_Lingerie_Dirt;OMOD_Vtaw_WD9_Office_Lingerie_Dmg;OMOD_Vtaw_WD9_Office_Lingerie_Hex;OMOD_Vtaw_WD9_Office_Lingerie_LatexBlack;OMOD_Vtaw_WD9_Office_Lingerie_Lace2TartanBlue;OMOD_Vtaw_WD9_Office_Lingerie_Lace2TartanRed;OMOD_Vtaw_WD9_Office_Lingerie_Lace2TartanPink;OMOD_Vtaw_WD9_Office_Lingerie_Lace2TartanWhite;OMOD_Vtaw_WD9_Office_Lingerie_Lace2White;OMOD_Vtaw_WD9_Office_Lingerie_Lace2Violet;OMOD_Vtaw_WD9_Office_Lingerie_Lace2Khaki;OMOD_Vtaw_WD9_Office_Lingerie_Lace2Red;OMOD_Vtaw_WD9_Office_Lingerie_LaceLeo;OMOD_Vtaw_WD9_Office_Lingerie_LacePink;OMOD_Vtaw_WD9_Office_Lingerie_Lace;OMOD_Vtaw_WD9_Office_Lingerie_Black;OMOD_Vtaw_WD9_Office_Lingerie_Green;OMOD_Vtaw_WD9_Office_Lingerie_Tawny;OMOD_Vtaw_WD9_Office_Lingerie_Rose;OMOD_Vtaw_WD9_Office_Lingerie_Pink;OMOD_Vtaw_WD9_Office_Lingerie_Blue;OMOD_Vtaw_WD9_Office_Lingerie_Red;OMOD_Vtaw_WD9_Office_Lingerie_Coffee;OMOD_Vtaw_WD9_Office_Lingerie_Khaki;OMOD_Vtaw_WD9_Office_Lingerie_Base,0,
10,11111111111111111111,Vtaw_WD9OfficePanty,0,OMOD_Vtaw_WD9_Office_Lingerie_Lace3Pink;OMOD_Vtaw_WD9_Office_Lingerie_Lace3Blue;OMOD_Vtaw_WD9_Office_Lingerie_Lace3Red;OMOD_Vtaw_WD9_Office_Lingerie_Lace3;OMOD_Vtaw_WD9_Office_Lingerie_Dirt;OMOD_Vtaw_WD9_Office_Lingerie_Dmg;OMOD_Vtaw_WD9_Office_Lingerie_Hex;OMOD_Vtaw_WD9_Office_Lingerie_LatexBlack;OMOD_Vtaw_WD9_Office_Lingerie_Lace2TartanBlue;OMOD_Vtaw_WD9_Office_Lingerie_Lace2TartanRed;OMOD_Vtaw_WD9_Office_Lingerie_Lace2TartanPink;OMOD_Vtaw_WD9_Office_Lingerie_Lace2TartanWhite;OMOD_Vtaw_WD9_Office_Lingerie_Lace2White;OMOD_Vtaw_WD9_Office_Lingerie_Lace2Violet;OMOD_Vtaw_WD9_Office_Lingerie_Lace2Khaki;OMOD_Vtaw_WD9_Office_Lingerie_Lace2Red;OMOD_Vtaw_WD9_Office_Lingerie_LaceLeo;OMOD_Vtaw_WD9_Office_Lingerie_LacePink;OMOD_Vtaw_WD9_Office_Lingerie_Lace;OMOD_Vtaw_WD9_Office_Lingerie_Black;OMOD_Vtaw_WD9_Office_Lingerie_Green;OMOD_Vtaw_WD9_Office_Lingerie_Tawny;OMOD_Vtaw_WD9_Office_Lingerie_Rose;OMOD_Vtaw_WD9_Office_Lingerie_Pink;OMOD_Vtaw_WD9_Office_Lingerie_Blue;OMOD_Vtaw_WD9_Office_Lingerie_Red;OMOD_Vtaw_WD9_Office_Lingerie_Coffee;OMOD_Vtaw_WD9_Office_Lingerie_Khaki;OMOD_Vtaw_WD9_Office_Lingerie_Base,0,
10,11111111100001001010,Vtaw_WD9SecretaryBlazer,0,OMOD_Vtaw_WD9_Secretary_Blazer_Gold;OMOD_Vtaw_WD9_Secretary_Blazer_Bling;OMOD_Vtaw_WD9_Secretary_Blazer_Leather;OMOD_Vtaw_WD9_Secretary_Blazer_Dmg;OMOD_Vtaw_WD9_Secretary_Blazer_Dirt;OMOD_Vtaw_WD9_Secretary_Blazer_Vintage;OMOD_Vtaw_WD9_Secretary_Blazer_Balmain;OMOD_Vtaw_WD9_Secretary_Blazer_Houndstooth;OMOD_Vtaw_WD9_Secretary_Blazer_Leo;OMOD_Vtaw_WD9_Secretary_Blazer_Gucci;OMOD_Vtaw_WD9_Secretary_Blazer_Pink;OMOD_Vtaw_WD9_Secretary_Blazer_Lilac;OMOD_Vtaw_WD9_Secretary_Blazer_Yellow;OMOD_Vtaw_WD9_Secretary_Blazer_Red;OMOD_Vtaw_WD9_Secretary_Blazer_Khaki;OMOD_Vtaw_WD9_Secretary_Blazer_Green;OMOD_Vtaw_WD9_Secretary_Blazer_Blue;OMOD_Vtaw_WD9_Secretary_Blazer_White;OMOD_Vtaw_WD9_Secretary_Blazer_Base,0,
10,11111111100011111001,Vtaw_WD9SecretaryBlazerClosed,0,OMOD_Vtaw_WD9_Secretary_Blazer_Gold;OMOD_Vtaw_WD9_Secretary_Blazer_Bling;OMOD_Vtaw_WD9_Secretary_Blazer_Leather;OMOD_Vtaw_WD9_Secretary_Blazer_Dmg;OMOD_Vtaw_WD9_Secretary_Blazer_Dirt;OMOD_Vtaw_WD9_Secretary_Blazer_Vintage;OMOD_Vtaw_WD9_Secretary_Blazer_Balmain;OMOD_Vtaw_WD9_Secretary_Blazer_Houndstooth;OMOD_Vtaw_WD9_Secretary_Blazer_Leo;OMOD_Vtaw_WD9_Secretary_Blazer_Gucci;OMOD_Vtaw_WD9_Secretary_Blazer_Pink;OMOD_Vtaw_WD9_Secretary_Blazer_Lilac;OMOD_Vtaw_WD9_Secretary_Blazer_Yellow;OMOD_Vtaw_WD9_Secretary_Blazer_Red;OMOD_Vtaw_WD9_Secretary_Blazer_Khaki;OMOD_Vtaw_WD9_Secretary_Blazer_Green;OMOD_Vtaw_WD9_Secretary_Blazer_Blue;OMOD_Vtaw_WD9_Secretary_Blazer_White;OMOD_Vtaw_WD9_Secretary_Blazer_Base,0,
10,11111111111111111111,Vtaw_WD9ShadowBra,0,OMOD_Vtaw_WD9_Shadow_CamoRed;OMOD_Vtaw_WD9_Shadow_Camo;OMOD_Vtaw_WD9_Shadow_DMG;OMOD_Vtaw_WD9_Shadow_Dirt;OMOD_Vtaw_WD9_Shadow_LacePink;OMOD_Vtaw_WD9_Shadow_LaceBeige;OMOD_Vtaw_WD9_Shadow_LaceWhite2;OMOD_Vtaw_WD9_Shadow_LaceBlack2;OMOD_Vtaw_WD9_Shadow_LaceWhite;OMOD_Vtaw_WD9_Shadow_LaceBlack;OMOD_Vtaw_WD9_Shadow_Pink;OMOD_Vtaw_WD9_Shadow_Red;OMOD_Vtaw_WD9_Shadow_Blue;OMOD_Vtaw_WD9_Shadow_Rose;OMOD_Vtaw_WD9_Shadow_Nude;OMOD_Vtaw_WD9_Shadow_White;OMOD_Vtaw_WD9_Shadow_Base,0,
