Sex,Occupation,EditorID,MinLevel,Compatible OMODs,Is NSFW?
10,10000010011110010001,Vtaw_Lady_Gloves,0,OMOD_VtawLady_Gloves_Base;OMOD_VtawLady_Gloves_Brown;OMOD_VtawLady_Gloves_Lace;OMOD_VtawLady_Gloves_Red;OMOD_VtawLady_Gloves_White;OMOD_VtawLady_Gloves_Latex,0
10,10000010011110010001,Vtaw_Lady_GlovesClaw,0,OMOD_VtawLady_Gloves_Base;OMOD_VtawLady_Gloves_Brown;OMOD_VtawLady_Gloves_Lace;OMOD_VtawLady_Gloves_Red;OMOD_VtawLady_Gloves_White;OMOD_VtawLady_Gloves_Latex,0
10,10000010011110010001,Vtaw_Lady_Hat,0,OMOD_VtawLady_Hat_LatexWhite;OMOD_VtawLady_Hat_LatexBlack;OMOD_VtawLady_Hat_Brown;OMOD_VtawLady_Hat_White;OMOD_VtawLady_Hat_Red;OMOD_VtawLady_Hat_Gray;OMOD_VtawLady_Hat_Blue;OMOD_VtawLady_Hat_Black;OMOD_VtawLady_Hat_Base,0
10,10000010011110010001,Vtaw_Lady_HatV2,0,OMOD_VtawLady_Hat_LatexWhite;OMOD_VtawLady_Hat_LatexBlack;OMOD_VtawLady_Hat_Brown;OMOD_VtawLady_Hat_White;OMOD_VtawLady_Hat_Red;OMOD_VtawLady_Hat_Gray;OMOD_VtawLady_Hat_Blue;OMOD_VtawLady_Hat_Black;OMOD_VtawLady_Hat_Base,0
10,10000010011110010001,Vtaw_Lady_HatV3,0,OMOD_VtawLady_Hat_LatexWhite;OMOD_VtawLady_Hat_LatexBlack;OMOD_VtawLady_Hat_Brown;OMOD_VtawLady_Hat_White;OMOD_VtawLady_Hat_Red;OMOD_VtawLady_Hat_Gray;OMOD_VtawLady_Hat_Blue;OMOD_VtawLady_Hat_Black;OMOD_VtawLady_Hat_Base,0
10,10000010011110010001,Vtaw_Lady_HatV4,0,OMOD_VtawLady_Hat_LatexWhite;OMOD_VtawLady_Hat_LatexBlack;OMOD_VtawLady_Hat_Brown;OMOD_VtawLady_Hat_White;OMOD_VtawLady_Hat_Red;OMOD_VtawLady_Hat_Gray;OMOD_VtawLady_Hat_Blue;OMOD_VtawLady_Hat_Black;OMOD_VtawLady_Hat_Base,0
10,10000010011110010001,Vtaw_Lady_HatV5,0,OMOD_VtawLady_Hat_LatexWhite;OMOD_VtawLady_Hat_LatexBlack;OMOD_VtawLady_Hat_Brown;OMOD_VtawLady_Hat_White;OMOD_VtawLady_Hat_Red;OMOD_VtawLady_Hat_Gray;OMOD_VtawLady_Hat_Blue;OMOD_VtawLady_Hat_Black;OMOD_VtawLady_Hat_Base,0
10,10000010011110010001,Vtaw_Lady_Necklace,0,,0
10,10000010011110010001,Vtaw_Lady_Outfit,0,OMOD_VtawLady_Dress_Navy;OMOD_VtawLady_Dress_Dirt2;OMOD_VtawLady_Dress_Pink;OMOD_VtawLady_Dress_Red;OMOD_VtawLady_Dress_Dirt3;OMOD_VtawLady_Dress_PatternSilk;OMOD_VtawLady_Dress_Dirt4;OMOD_VtawLady_Dress_Spruce;OMOD_VtawLady_Dress_Asian;OMOD_VtawLady_Dress_Nun;OMOD_VtawLady_Dress_PatternAbstract;OMOD_VtawLady_Dress_Checkers;OMOD_VtawLady_Dress_PinkCasual;OMOD_VtawLady_Dress_LeatherBrown;OMOD_VtawLady_Dress_Leather;OMOD_VtawLady_Dress_Classic;OMOD_VtawLady_Dress_Cow;OMOD_VtawLady_Dress_Lace;OMOD_VtawLady_Dress_Dragon;OMOD_VtawLady_Dress_SilkBlue;OMOD_VtawLady_Dress_Base;OMOD_VtawLady_Dress_Black;OMOD_VtawLady_Dress_SilkRed;OMOD_VtawLady_Dress_Polkadots;OMOD_VtawLady_Dress_Blue;OMOD_VtawLady_Dress_Woven;OMOD_VtawLady_Dress_Gray;OMOD_VtawLady_Dress_Lime;OMOD_VtawLady_Dress_Silver;OMOD_VtawLady_Dress_Dirt;OMOD_VtawLady_Dress_Gold;OMOD_VtawLady_Dress_PatternWeb,0
10,10000010011110010001,Vtaw_Lady_OutfitV2,0,OMOD_VtawLady_Dress_Navy;OMOD_VtawLady_Dress_Dirt2;OMOD_VtawLady_Dress_Pink;OMOD_VtawLady_Dress_Red;OMOD_VtawLady_Dress_Dirt3;OMOD_VtawLady_Dress_PatternSilk;OMOD_VtawLady_Dress_Dirt4;OMOD_VtawLady_Dress_Spruce;OMOD_VtawLady_Dress_Asian;OMOD_VtawLady_Dress_Nun;OMOD_VtawLady_Dress_PatternAbstract;OMOD_VtawLady_Dress_Checkers;OMOD_VtawLady_Dress_PinkCasual;OMOD_VtawLady_Dress_LeatherBrown;OMOD_VtawLady_Dress_Leather;OMOD_VtawLady_Dress_Classic;OMOD_VtawLady_Dress_Cow;OMOD_VtawLady_Dress_Lace;OMOD_VtawLady_Dress_Dragon;OMOD_VtawLady_Dress_SilkBlue;OMOD_VtawLady_Dress_Base;OMOD_VtawLady_Dress_Black;OMOD_VtawLady_Dress_SilkRed;OMOD_VtawLady_Dress_Polkadots;OMOD_VtawLady_Dress_Blue;OMOD_VtawLady_Dress_Woven;OMOD_VtawLady_Dress_Gray;OMOD_VtawLady_Dress_Lime;OMOD_VtawLady_Dress_Silver;OMOD_VtawLady_Dress_Dirt;OMOD_VtawLady_Dress_Gold;OMOD_VtawLady_Dress_PatternWeb,0
10,10000010011110010001,Vtaw_Lady_OutfitV3,0,OMOD_VtawLady_Dress_Navy;OMOD_VtawLady_Dress_Dirt2;OMOD_VtawLady_Dress_Pink;OMOD_VtawLady_Dress_Red;OMOD_VtawLady_Dress_Dirt3;OMOD_VtawLady_Dress_PatternSilk;OMOD_VtawLady_Dress_Dirt4;OMOD_VtawLady_Dress_Spruce;OMOD_VtawLady_Dress_Asian;OMOD_VtawLady_Dress_Nun;OMOD_VtawLady_Dress_PatternAbstract;OMOD_VtawLady_Dress_Checkers;OMOD_VtawLady_Dress_PinkCasual;OMOD_VtawLady_Dress_LeatherBrown;OMOD_VtawLady_Dress_Leather;OMOD_VtawLady_Dress_Classic;OMOD_VtawLady_Dress_Cow;OMOD_VtawLady_Dress_Lace;OMOD_VtawLady_Dress_Dragon;OMOD_VtawLady_Dress_SilkBlue;OMOD_VtawLady_Dress_Base;OMOD_VtawLady_Dress_Black;OMOD_VtawLady_Dress_SilkRed;OMOD_VtawLady_Dress_Polkadots;OMOD_VtawLady_Dress_Blue;OMOD_VtawLady_Dress_Woven;OMOD_VtawLady_Dress_Gray;OMOD_VtawLady_Dress_Lime;OMOD_VtawLady_Dress_Silver;OMOD_VtawLady_Dress_Dirt;OMOD_VtawLady_Dress_Gold;OMOD_VtawLady_Dress_PatternWeb,0
10,10000010011110010001,Vtaw_Lady_Rose,0,,0
