Sex,Occupation,EditorID,MinLevel,Compatible OMODs,Is NSFW?,Clothing Type
10,01101111000010101000,WTAW_ToughGirlAttireharness,0,,0,Harness
10,01101111000010101000,WTAW_ToughGirlAttirePants,0,,0,Long Pants (Underwear Hidden)
10,01101111000010101000,WTAW_ToughGirlAttirePantsCamo,0,,0,Long Pants (Underwear Hidden)
10,01101111000010101000,WTAW_ToughGirlAttirePantsLight,0,,0,Long Pants (Underwear Hidden)
10,01101111000010101000,WTAW_ToughGirlAttiretop,0,,0,Crop Top (No Sleeves)
10,01101111000010101000,WTAW_ToughGirlAttiretopCamo,0,,0,Crop Top (No Sleeves)
10,01101111000010101000,WTAW_ToughGirlAttiretopL,0,,0,Crop Top (No Sleeves)
10,01101111000010101000,WTAW_ToughGirlBracers,0,,0,Bracers LR
10,01101111000010101000,WTAW_ToughGirlBracersCamo,0,,0,Bracers LR
10,01101111000010101000,WTAW_ToughGirlBracersLight,0,,0,Bracers LR
