Sex,Occupation,EditorID,MinLevel,Compatible OMODs,Is NSFW?,Clothing Type
10,11111111111111101010,Vtaw_armsBlack,0,OMOD_VtawArmsbrown;OMOD_VtawArmsBase,0,Arm Band LR
10,11111111111111101010,Vtaw_belt,0,,0,Belt
10,11111111111111101010,Vtaw_beltbag,0,,0,Belt
10,11111111111111101010,Vtaw_beltleg,0,,0,Leg Holster/Straps LR
10,11111111111111101010,Vtaw_boots,0,,0,
10,11111111111111101010,Vtaw_harnbottom,0,,0,Body Jewelry
10,11111111111111101010,Vtaw_harnbottombags,0,,0,Body Jewelry
10,11111111111111101010,Vtaw_harntop,0,,0,
10,11111111111111101010,Vtaw_jacketclosed,0,OMOD_Vtawjacketclosedbrown;OMOD_Vtawjacketclosed;OMOD_Vtawjacketclosedred;OMOD_Vtawjacketclosedtest;OMOD_Vtawjacketclosedcamo,0,Shoulders
10,11111111111111101010,Vtaw_jacketopen,0,OMOD_Vtawjacketopenred;OMOD_Vtawjacketopenbrown;OMOD_Vtawjacketopen;OMOD_Vtawjacketopentest;OMOD_Vtawjacketopencamo,0,Shoulders
10,11111111111111101010,Vtaw_muffler,0,OMOD_Vtawmufflercamo;OMOD_Vtawmufflerblue;OMOD_Vtawmufflerbase,0,
10,11111111111111101010,Vtaw_OverKneeSocks,0,OMOD_VtawOverKneeSocksjeans;OMOD_VtawOverKneeSockscamo;OMOD_VtawOverKneeSocksbluedots;OMOD_VtawOverKneeSocksBase,0,Leggings
10,11111111111111101010,Vtaw_pantsleather,0,OMOD_Vtawpantsleatherbrown;OMOD_Vtawpantsleather;OMOD_Vtawpantsleathertest;OMOD_Vtawpantsleatherleo,0,Long Pants (Underwear Hidden)
10,11111111111111101010,Vtaw_pantsleather2,0,OMOD_Vtawpantsleather2brown;OMOD_Vtawpantsleather2;OMOD_Vtawpantsleather2red;OMOD_Vtawpantsleather2dirt;OMOD_Vtawpantsleather2camo,0,Long Pants (Underwear Hidden)
10,11111111111111101010,Vtaw_scarf1,0,OMOD_Vtawscarfpink;OMOD_Vtawscarfknit;OMOD_Vtawscarfcamo;OMOD_Vtawscarfblue;OMOD_VtawscarfBase,0,
10,11111111111111101010,Vtaw_scarf2,0,OMOD_Vtawscarfpink;OMOD_Vtawscarfknit;OMOD_Vtawscarfcamo;OMOD_Vtawscarfblue;OMOD_VtawscarfBase,0,
10,11111111111111101010,Vtaw_scarf3,0,OMOD_Vtawscarfpink;OMOD_Vtawscarfknit;OMOD_Vtawscarfcamo;OMOD_Vtawscarfblue;OMOD_VtawscarfBase,0,
10,11111111111111101010,Vtaw_scarf4,0,OMOD_Vtawscarfpink;OMOD_Vtawscarfknit;OMOD_Vtawscarfcamo;OMOD_Vtawscarfblue;OMOD_VtawscarfBase,0,
10,11111111111111101010,Vtaw_shorts,0,OMOD_Vtawshortsjeans;OMOD_Vtawshortscamo;OMOD_Vtawshortsbluedots;OMOD_VtawshortsBase,0,Hotpants
10,11111111111111101010,Vtaw_tanktop30,0,OMOD_VtawTanktop30pinkflov;OMOD_VtawTanktop30camo;OMOD_VtawTanktop30bluejean;OMOD_VtawTanktop30black;OMOD_VtawTanktop30wool;OMOD_VtawTanktop30gold;OMOD_VtawTanktop30pinkflov2;OMOD_VtawTanktop30blue;OMOD_VtawTanktop30floral4;OMOD_VtawTanktop30bluedots;OMOD_VtawTanktop30bluedotswhite;OMOD_VtawTanktop30Base;OMOD_VtawTanktop30knitpink;OMOD_VtawTanktop30high;OMOD_VtawTanktop30tiles;OMOD_VtawTanktop30floral2,0,
10,11111111111111101010,Vtaw_tanktop33,0,OMOD_VtawTanktop33Base;OMOD_VtawTanktop33bluedots;OMOD_VtawTanktop33bluedotswhite;OMOD_VtawTanktop33bluejean;OMOD_VtawTanktop33pinkflov;OMOD_VtawTanktop33pinkflov2;OMOD_VtawTanktop33tiles;OMOD_VtawTanktop33wool;OMOD_VtawTanktop33camo;OMOD_VtawTanktop33floral2;OMOD_VtawTanktop33floral4;OMOD_VtawTanktop33gold;OMOD_VtawTanktop33knitpink;OMOD_VtawTanktop33blue;OMOD_VtawTanktop33black;OMOD_VtawTanktop33high,0,
