Sex,Occupation,EditorID,MinLevel,Compatible OMODs,Is NSFW?
10,11110010110011101000,WF_ARMOUR_Alice,0,,0
11,00000001100000000000,WF_ARMOUR_BOSLongCoat,0,,0
11,00000001100000000000,WF_ARMOUR_BOSLongCoatVaultSuit,0,,0
11,00000001100000000000,WF_ARMOUR_CaptainKellsCoat,0,,0
11,11110010110011101000,WF_ARMOUR_Hipster,0,,0
11,00000001100000000000,WF_ARMOUR_MaxsonCoatCutoff,0,,0
11,11110010110011101000,WF_ARMOUR_RodeoCoat,0,,0
11,11110010110011101000,WF_ARMOUR_RodeoCoatModest,0,,0
10,11110010110011101000,WF_ARMOUR_Witch,0,,0
11,11110010110011101000,WF_HEADGEAR_Hood,0,,0
10,11110010110011101000,WF_NECKWEAR_ScarfAliceBase,0,,0
10,11110010110011101000,WF_NECKWEAR_ScarfAliceFull,0,,0
10,11110010110011101000,WF_NECKWEAR_ScarfAliceHalf,0,,0
11,11110010110011101000,WF_NECKWEAR_ScarfBrownBase,0,,0
11,11110010110011101000,WF_NECKWEAR_ScarfBrownFull,0,,0
11,11110010110011101000,WF_NECKWEAR_ScarfBrownHalf,0,,0
11,11110010110011101000,WF_NECKWEAR_ScarfCoatBase,0,,0
11,11110010110011101000,WF_NECKWEAR_ScarfCoatFull,0,,0
11,11110010110011101000,WF_NECKWEAR_ScarfCoatHalf,0,,0
11,11110010110011101000,WF_NECKWEAR_ScarfHipsterBase,0,,0
11,11110010110011101000,WF_NECKWEAR_ScarfHipsterFull,0,,0
11,11110010110011101000,WF_NECKWEAR_ScarfHipsterHalf,0,,0
