Sex,Occupation,EditorID,MinLevel,Compatible OMODs,Is NSFW?,Clothing Type
10,01001010000000001000,AR_JC3_Arms,0,OM_JC3_Arms Dark;OM_JC3_Arms Net;OM_JC3_Arms Pink;OM_JC3_Arms Cotton Black;OM_JC3_Arms Cotton Blue;OM_JC3_Arms Cotton Gray;OM_JC3_Arms Cotton Pink;OM_JC3_Arms Cotton Red;OM_JC3_Arms Cotton White,0,"Gloves (Long, Underwear)"
10,00001010011000001000,AR_JC3_Bangles,0,OM_JC3_Bangles Gold;OM_JC3_Bangles Chrome;OM_JC3_Bangles Iridescent,0,"Jewelry, Forearms LR"
10,00001010011000001000,AR_JC3_Bangles Ankles,0,OM_JC3_Bangles Gold;OM_JC3_Bangles Chrome;OM_JC3_Bangles Iridescent,0,"Jewelry, Ankles LR"
10,01111110000010101000,AR_JC3_Bodysuit 1,0,OM_JC3_Bodysuit 1 Base;OM_JC3_Bodysuit 1 Blue;OM_JC3_Bodysuit 1 Gray;OM_JC3_Bodysuit 1 Leather;OM_JC3_Bodysuit 1 Pink;OM_JC3_Bodysuit 1 Purple;OM_JC3_Bodysuit 1 Red;OM_JC3_Bodysuit 1 White;OM_JC3_Bodysuit 1 Yellow,0,
10,01111110000010101000,AR_JC3_Bodysuit 2,0,OM_JC3_Bodysuit 2 Base;OM_JC3_Bodysuit 2 Gray;OM_JC3_Bodysuit 2 Pink;OM_JC3_Bodysuit 2 Vault,0,Jumpsuit (No Arms)
10,01111110000010101000,AR_JC3_Bodysuit 3 RE,0,OM_JC3_Bodysuit 3 RE Base;OM_JC3_Bodysuit 3 RE Brown;OM_JC3_Bodysuit 3 RE Gold;OM_JC3_Bodysuit 3 RE Latex;OM_JC3_Bodysuit 3 RE Leopard;OM_JC3_Bodysuit 3 RE Pink;OM_JC3_Bodysuit 3 RE White,0,
10,01111110000010101000,AR_JC3_Bodysuit 4 RE,0,OM_JC3_Bodysuit 4 RE Base;OM_JC3_Bodysuit 4 RE Black;OM_JC3_Bodysuit 4 RE Citrus;OM_JC3_Bodysuit 4 RE HotNCold;OM_JC3_Bodysuit 4 RE Latex;OM_JC3_Bodysuit 4 RE Pink;OM_JC3_Bodysuit 4 RE Purple;OM_JC3_Bodysuit 4 RE Vault;OM_JC3_Bodysuit 4 RE White;OM_JC3_Bodysuit 4 RE HotNCold2,0,Jumpsuit (only L Arm)
10,00000010001010000000,AR_JC3_Bodysuit 5,0,OM_JC3_Bodysuit 5 Base Black;OM_JC3_Bodysuit 5 Base Pink;OM_JC3_Bodysuit 5 Hex Blue;OM_JC3_Bodysuit 5 Hex Dark;OM_JC3_Bodysuit 5 Net Black;OM_JC3_Bodysuit 5 Net Pink;OM_JC3_Bodysuit 5 Net Rainbow 1;OM_JC3_Bodysuit 5 Net Rainbow 2;OM_JC3_Bodysuit 5 Net White;OM_JC3_Bodysuit 5 Rim Gold;OM_JC3_Bodysuit 5 Rim Chrome;OM_JC3_Bodysuit 5 Rim Rainbow;OM_JC3_Bodysuit 5 Rim GlowBlue;OM_JC3_Bodysuit 5 Rim GlowPink;OM_JC3_Bodysuit 5 Rim GlowRed,0,Leotard
10,00001010011100001000,AR_JC3_BootsSB,0,OM_JC3_Boots Base;OM_JC3_Boots Iridescent;OM_JC3_Boots Pink;OM_JC3_Boots White,0,Shoes w/Leggings
10,10000010011011000010,AR_JC3_Bra,0,OM_JC3_Bra Base;OM_JC3_Bra Blue;OM_JC3_Bra Leather;OM_JC3_Bra Pink 1;OM_JC3_Bra Pink 2;OM_JC3_Bra Purple;OM_JC3_Bra Red;OM_JC3_Bra White,0,
10,01111111111011101010,AR_JC3_Bra 2,0,OM_JC3_Bra 2 Base;OM_JC3_Bra 2 Blue;OM_JC3_Bra 2 Pink;OM_JC3_Bra 2 Red;OM_JC3_Bra 2 White;OM_JC3_Bra 2 Murica;OM_JC3_Bra 2 Gold,0,
10,10000010011010001000,AR_JC3_Dress,0,OM_JC3_Dress Base;OM_JC3_Dress Black;OM_JC3_Dress Leather 1;OM_JC3_Dress Pink;OM_JC3_Dress Gold;OM_JC3_Dress Chrome;OM_JC3_Dress Iridescent,0,Minidress
10,11111010011101001010,AR_JC3_Heels,0,OM_JC3_Heels Base;OM_JC3_Heels Gray;OM_JC3_Heels Blue;OM_JC3_Heels Pink;OM_JC3_Heels Red,0,Shoes & Body
10,11111010011101001010,AR_JC3_Heels 2,0,OM_JC3_Heels 2 Base;OM_JC3_Heels 2 Gray;OM_JC3_Heels 2 Pink;OM_JC3_Heels 2 Beach;OM_JC3_Heels 2 Iridescent;OM_JC3_Heels 2 Red,0,Shoes w/Leggings
10,01001010010100001000,AR_JC3_Heels with Socks,0,OM_JC3_Heels Base;OM_JC3_Heels Gray;OM_JC3_SocksForHeels Dark;OM_JC3_SocksForHeels Net;OM_JC3_SocksForHeels Pink;OM_JC3_Heels Blue;OM_JC3_Heels Pink;OM_JC3_Heels Red;OM_JC3_SocksForHeels Cotton Black;OM_JC3_SocksForHeels Cotton Blue;OM_JC3_SocksForHeels Cotton Gray;OM_JC3_SocksForHeels Cotton Pink;OM_JC3_SocksForHeels Cotton Red;OM_JC3_SocksForHeels Cotton White,0,Shoes w/Leggings
10,10000010011011000100,AR_JC3_Jeggings,0,OM_JC3_Jeggings Blue;OM_JC3_Jeggings Black,0,Long Pants (Underwear Hidden)
