Sex,Occupation,EditorID,MinLevel,Compatible OMODs,Is NSFW?
10,10001010001100000010,Vtaw_bikini1bottom,0,OMOD_VtawBikini1Bottomredflov;OMOD_VtawBikini1Bottomlines;OMOD_VtawBikini1Bottomleo;OMOD_VtawBikini1Bottomleather;OMOD_VtawBikini1Bottomknitpink;OMOD_VtawBikini1BottomCamo;OMOD_VtawBikini1BottomBlue;OMOD_VtawBikini1BottomBase,0
10,10001010001100000010,Vtaw_bikini1top,0,OMOD_VtawBikini1topcamo;OMOD_VtawBikini1topknitpink;OMOD_VtawBikini1topleather;OMOD_VtawBikini1toplleo;OMOD_VtawBikini1topllines;OMOD_VtawBikini1topllredflov;OMOD_VtawBikini1topBase;OMOD_VtawBikini1topblue,0
10,10001010001100000010,Vtaw_bikini2bottom,0,OMOD_VtawBikini2BottomBase;OMOD_VtawBikini2BottomBlue;OMOD_VtawBikini2BottomCamo;OMOD_VtawBikini2Bottomknitpink;OMOD_VtawBikini2Bottomleather;OMOD_VtawBikini2Bottomlines;OMOD_VtawBikini2Bottomredflov,0
10,10001010001100000010,Vtaw_bikini2top,0,OMOD_VtawBikini2topblue;OMOD_VtawBikini2topBase;OMOD_VtawBikini2topllredflov;OMOD_VtawBikini2topllines;OMOD_VtawBikini2topleather;OMOD_VtawBikini2topknitpink;OMOD_VtawBikini2topcamo,0
10,10001010001100000010,Vtaw_bikini3bottom,0,OMOD_VtawBikini3BottomtopBase;OMOD_VtawBikini3Bottomtopblue;OMOD_VtawBikini3Bottomtopcamo;OMOD_VtawBikini3Bottomtopknitpink;OMOD_VtawBikini3Bottomtopllines;OMOD_VtawBikini3Bottomtopllredflov;OMOD_VtawBikini3Bottomtopllrredline,0
10,10001010001100000010,Vtaw_bikini3top,0,OMOD_VtawBikini3topBase;OMOD_VtawBikini3topblue;OMOD_VtawBikini3topcamo;OMOD_VtawBikini3topknitpink;OMOD_VtawBikini3topllines;OMOD_VtawBikini3topllredflov;OMOD_VtawBikini3topllrredline,0
10,10001010001100000010,Vtaw_flipflops,0,,0
10,10001010001100000010,Vtaw_skirt,0,OMOD_VtawSkirtCamo;OMOD_VtawSkirtbrown;OMOD_VtawSkirtBase,0
10,10001010001100000010,Vtaw_topunder,0,OMOD_VtawTopunCamo;OMOD_VtawTopunbrown;OMOD_VtawTopunBase,0
10,10001010001100000010,Vtaw_vsling,0,,0
