Sex,Occupation,EditorID,MinLevel,Compatible OMODs,Is NSFW?
10,10000010001011001000,CrimsomTombRaider2013,0,,0
10,10000010001011001000,CrimsomTombRaider2013Barefoot,0,,0
10,10000010001011001000,CrimsomTombRaiderAnniversary,0,,0
10,10000010001011001000,CrimsomTombRaiderAnniversaryBarefoot,0,,0
10,10000010001011001000,CrimsomTombRaiderAnniversaryLegwraps,0,,0
10,10000010001011001000,CrimsomTombRaiderClassic,0,,0
10,10000010001011001000,CrimsomTombRaiderClassicBarefoot,0,,0
10,10000010001011001000,CrimsomTombRaiderClassicLegwraps,0,,0
10,10000010001011001000,CrimsomTombRaiderGoggles,0,,0
10,10000010001011001000,CrimsomTombRaiderHood,0,,0
10,10000010001011001000,CrimsomTombRaiderKnifeAndRope,0,,0
10,10000010001011001000,CrimsomTombRaiderLong,0,,0
10,10000010001011001000,CrimsomTombRaiderLongBarefoot,0,,0
10,10000010001011001000,CrimsomTombRaiderLongJacket,0,,0
10,10000010001011001000,CrimsomTombRaiderShort,0,,0
10,10000010001011001000,CrimsomTombRaiderShortBarefoot,0,,0
10,10000010001011001000,CrimsomTombRaiderShortLegwraps,0,,0
