Sex,Occupation,EditorID,MinLevel,Compatible OMODs,Is NSFW?,Clothing Type
10,10000010000110001010,DX_Boots,0,,0,
10,10000010000110001010,DX_Cables,0,,0,
10,10000010000110001010,DX_Fishnet,0,,0,
10,10000010000110001010,DX_Fishnet,0,,0,
10,10000010000110001010,DX_Gloves,0,,0,Gloves
10,10000010000110001000,DX_HuntingRifle,0,,0,Cloak/Cape
10,10000010000110001000,DX_Nukabear,0,,0,Backpack
10,10000010000110001010,DX_Outfit,0,,0,Boots
10,10000010000110001010,DX_Outfit,0,,0,Boots
10,10000010000110001010,DX_OutfitTorn,0,,0,Boots
10,10000010000110001010,DX_Panty,0,,0,Panties/Briefs
10,10000010000110001010,DX_Skirt,0,,0,Miniskirt
10,10000010000110001010,DX_SkirtTorn,0,,0,Hotpants
10,10000010000110001010,DX_Top,0,,0,Bra
