Sex,Occupation,EditorID,MinLevel,Compatible OMODs,Is NSFW?,Clothing Type
10,11111111111111111011,Vtaw_WD5ACCArms,0,,0,Arm Band LR
10,11111111111111111111,Vtaw_WD5ACCChoker,0,,0,
10,11111111111111111011,Vtaw_WD5ACCElbow,0,,0,Arm Band LR
10,11111111111111111011,Vtaw_WD5ACCHarness,0,,0,Harness
10,11111111111111111111,Vtaw_WD5ACCLeftArmRings,0,,0,Bracelet L
10,11111111111111111111,Vtaw_WD5ACCLegBelts,0,,0,Leg Holster/Straps LR
10,11111111111111111111,Vtaw_WD5ACCLegBeltsV2,0,,0,Leg Holster/Straps LR
10,11111111111111111111,Vtaw_WD5ACCNeck,0,,0,Necklace
10,11111111111111111111,Vtaw_WD5ACCRightArmRings,0,,0,Arm Band R
10,11110101110011101000,Vtaw_WD5AdventurerBelts,0,,0,Belt
10,11110101110011101000,Vtaw_WD5AdventurerBeltsV2,0,,0,Belt
10,11110101110011101000,Vtaw_WD5AdventurerBoots,0,,0,
10,11110101110011101000,Vtaw_WD5AdventurerBootsV2,0,,0,
10,11110101110011101000,Vtaw_WD5AdventurerChoker,0,,0,
10,11110101110011101000,Vtaw_WD5AdventurerGloves,0,OMOD_Vtaw_WD5_ADVGloves_Dots;OMOD_Vtaw_WD5_ADVGloves_Brown;OMOD_Vtaw_WD5_ADVGloves_Base,0,
10,11110101110011101000,Vtaw_WD5AdventurerHats,0,,0,Hat (Hair)
10,11110101110011101000,Vtaw_WD5AdventurerHatsV2,0,,0,Hat (Hair)
10,11110101110011101000,Vtaw_WD5AdventurerPants,0,OMOD_Vtaw_WD5_Pants_White;OMOD_Vtaw_WD5_Pants_Vault;OMOD_Vtaw_WD5_Pants_Red;OMOD_Vtaw_WD5_Pants_Latex;OMOD_Vtaw_WD5_Pants_Brown;OMOD_Vtaw_WD5_Pants_Base,0,
10,11110101110011101000,Vtaw_WD5AdventurerTop,0,OMOD_Vtaw_WD5_ADVTop_Vault;OMOD_Vtaw_WD5_ADVTop_Red;OMOD_Vtaw_WD5_ADVTop_Latex;OMOD_Vtaw_WD5_ADVTop_Brown;OMOD_Vtaw_WD5_ADVTop_Black;OMOD_Vtaw_WD5_ADVTop_Base,0,Blouse
10,11100111111011111001,Vtaw_WD5Blouse,0,OMOD_Vtaw_WD5BlouseTorn;OMOD_Vtaw_WD5BlouseStripes;OMOD_Vtaw_WD5BlouseLeatherBrown;OMOD_Vtaw_WD5BlouseLeatherBlack;OMOD_Vtaw_WD5BlouseBase;OMOD_Vtaw_WD5BlouseBlack;OMOD_Vtaw_WD5BlouseFlannel;OMOD_Vtaw_WD5BlouseFlo;OMOD_Vtaw_WD5BlouseKnit;OMOD_Vtaw_WD5BlouseLatex;OMOD_Vtaw_WD5BlouseLace,0,Blouse
10,11100111111011111001,Vtaw_WD5BlouseOpen,0,OMOD_Vtaw_WD5BlouseTorn;OMOD_Vtaw_WD5BlouseStripes;OMOD_Vtaw_WD5BlouseLeatherBrown;OMOD_Vtaw_WD5BlouseLeatherBlack;OMOD_Vtaw_WD5BlouseBase;OMOD_Vtaw_WD5BlouseBlack;OMOD_Vtaw_WD5BlouseFlannel;OMOD_Vtaw_WD5BlouseFlo;OMOD_Vtaw_WD5BlouseKnit;OMOD_Vtaw_WD5BlouseLatex;OMOD_Vtaw_WD5BlouseLace,0,Blouse
10,11100111111011111001,Vtaw_WD5BlouseOpenTranslucent,0,OMOD_Vtaw_WD5BlouseTRLace2;OMOD_Vtaw_WD5BlouseTRLace;OMOD_Vtaw_WD5BlouseTRDmg;OMOD_Vtaw_WD5BlouseTRwet;OMOD_Vtaw_WD5BlouseTR,0,Blouse
10,11100111111011111001,Vtaw_WD5BlouseTranslucent,0,OMOD_Vtaw_WD5BlouseTRLace2;OMOD_Vtaw_WD5BlouseTRLace;OMOD_Vtaw_WD5BlouseTRDmg;OMOD_Vtaw_WD5BlouseTRwet;OMOD_Vtaw_WD5BlouseTR,0,Blouse
10,00011101000000101000,Vtaw_WD5Bodysuit,0,OMOD_Vtaw_WD5_Bodysuit_White;OMOD_Vtaw_WD5_Bodysuit_Vault;OMOD_Vtaw_WD5_Bodysuit_Metal;OMOD_Vtaw_WD5_Bodysuit_Latex;OMOD_Vtaw_WD5_Bodysuit_Cyber;OMOD_Vtaw_WD5_Bodysuit_Brown;OMOD_Vtaw_WD5_Bodysuit_Base;OMOD_Vtaw_WD5_Bodysuit_Nano;OMOD_Vtaw_WD5_Bodysuit_Stripe;OMOD_Vtaw_WD5_Bodysuit_Institute;OMOD_Vtaw_WD5_Bodysuit_Fabric,0,Jumpsuit (No Arms)
10,00011101000000101000,Vtaw_WD5BodysuitGloves,0,OMOD_Vtaw_WD5_BodysuitGloves_White;OMOD_Vtaw_WD5_BodysuitGloves_Vault;OMOD_Vtaw_WD5_BodysuitGloves_Metal;OMOD_Vtaw_WD5_BodysuitGloves_Latex;OMOD_Vtaw_WD5_BodysuitGloves_Cyber;OMOD_Vtaw_WD5_BodysuitGloves_Brown;OMOD_Vtaw_WD5_BodysuitGloves_Base;OMOD_Vtaw_WD5_BodysuitGloves_Nano;OMOD_Vtaw_WD5_BodysuitGloves_Stripe;OMOD_Vtaw_WD5_BodysuitGloves_Institute;OMOD_Vtaw_WD5_BodysuitGloves_Fabric,0,
10,00011101000000101000,Vtaw_WD5BodysuitMask,0,OMOD_Vtaw_WD5_BodysuitMask_White;OMOD_Vtaw_WD5_BodysuitMask_Vault;OMOD_Vtaw_WD5_BodysuitMask_Metal;OMOD_Vtaw_WD5_BodysuitMask_Latex;OMOD_Vtaw_WD5_BodysuitMask_Cyber;OMOD_Vtaw_WD5_BodysuitMask_Brown;OMOD_Vtaw_WD5_BodysuitMask_Base;OMOD_Vtaw_WD5_BodysuitMask_Nano;OMOD_Vtaw_WD5_BodysuitMask_Stripe;OMOD_Vtaw_WD5_BodysuitMask_Institute;OMOD_Vtaw_WD5_BodysuitMask_Fabric,0,Hat w/Full Mask (No Hair)
10,00011101000000101000,Vtaw_WD5BodysuitNoArm,0,OMOD_Vtaw_WD5_Bodysuit_White;OMOD_Vtaw_WD5_Bodysuit_Vault;OMOD_Vtaw_WD5_Bodysuit_Metal;OMOD_Vtaw_WD5_Bodysuit_Latex;OMOD_Vtaw_WD5_Bodysuit_Cyber;OMOD_Vtaw_WD5_Bodysuit_Brown;OMOD_Vtaw_WD5_Bodysuit_Base;OMOD_Vtaw_WD5_Bodysuit_Nano;OMOD_Vtaw_WD5_Bodysuit_Stripe;OMOD_Vtaw_WD5_Bodysuit_Institute;OMOD_Vtaw_WD5_Bodysuit_Fabric,0,Jumpsuit (No Arms)
10,00011101000000101000,Vtaw_WD5BodysuitNoArmV1,0,OMOD_Vtaw_WD5_Bodysuit_White;OMOD_Vtaw_WD5_Bodysuit_Vault;OMOD_Vtaw_WD5_Bodysuit_Metal;OMOD_Vtaw_WD5_Bodysuit_Latex;OMOD_Vtaw_WD5_Bodysuit_Cyber;OMOD_Vtaw_WD5_Bodysuit_Brown;OMOD_Vtaw_WD5_Bodysuit_Base;OMOD_Vtaw_WD5_Bodysuit_Nano;OMOD_Vtaw_WD5_Bodysuit_Stripe;OMOD_Vtaw_WD5_Bodysuit_Institute;OMOD_Vtaw_WD5_Bodysuit_Fabric,0,Jumpsuit (No Arms)
10,00011101000000101000,Vtaw_WD5BodysuitNoArmV2,0,OMOD_Vtaw_WD5_Bodysuit_White;OMOD_Vtaw_WD5_Bodysuit_Vault;OMOD_Vtaw_WD5_Bodysuit_Metal;OMOD_Vtaw_WD5_Bodysuit_Latex;OMOD_Vtaw_WD5_Bodysuit_Cyber;OMOD_Vtaw_WD5_Bodysuit_Brown;OMOD_Vtaw_WD5_Bodysuit_Base;OMOD_Vtaw_WD5_Bodysuit_Nano;OMOD_Vtaw_WD5_Bodysuit_Stripe;OMOD_Vtaw_WD5_Bodysuit_Institute;OMOD_Vtaw_WD5_Bodysuit_Fabric,0,Jumpsuit (No Arms)
10,00011101000000101000,Vtaw_WD5BodysuitNoArmV3,0,OMOD_Vtaw_WD5_Bodysuit_White;OMOD_Vtaw_WD5_Bodysuit_Vault;OMOD_Vtaw_WD5_Bodysuit_Metal;OMOD_Vtaw_WD5_Bodysuit_Latex;OMOD_Vtaw_WD5_Bodysuit_Cyber;OMOD_Vtaw_WD5_Bodysuit_Brown;OMOD_Vtaw_WD5_Bodysuit_Base;OMOD_Vtaw_WD5_Bodysuit_Nano;OMOD_Vtaw_WD5_Bodysuit_Stripe;OMOD_Vtaw_WD5_Bodysuit_Institute;OMOD_Vtaw_WD5_Bodysuit_Fabric,1,Jumpsuit (No Arms)
10,00011101000000101000,Vtaw_WD5BodysuitNoArmV6,0,OMOD_Vtaw_WD5_Bodysuit_White;OMOD_Vtaw_WD5_Bodysuit_Vault;OMOD_Vtaw_WD5_Bodysuit_Metal;OMOD_Vtaw_WD5_Bodysuit_Latex;OMOD_Vtaw_WD5_Bodysuit_Cyber;OMOD_Vtaw_WD5_Bodysuit_Brown;OMOD_Vtaw_WD5_Bodysuit_Base;OMOD_Vtaw_WD5_Bodysuit_Nano;OMOD_Vtaw_WD5_Bodysuit_Stripe;OMOD_Vtaw_WD5_Bodysuit_Institute;OMOD_Vtaw_WD5_Bodysuit_Fabric,0,Jumpsuit (No Arms)
10,00011101000000101000,Vtaw_WD5BodysuitNoArmV7,0,OMOD_Vtaw_WD5_Bodysuit_White;OMOD_Vtaw_WD5_Bodysuit_Vault;OMOD_Vtaw_WD5_Bodysuit_Metal;OMOD_Vtaw_WD5_Bodysuit_Latex;OMOD_Vtaw_WD5_Bodysuit_Cyber;OMOD_Vtaw_WD5_Bodysuit_Brown;OMOD_Vtaw_WD5_Bodysuit_Base;OMOD_Vtaw_WD5_Bodysuit_Nano;OMOD_Vtaw_WD5_Bodysuit_Stripe;OMOD_Vtaw_WD5_Bodysuit_Institute;OMOD_Vtaw_WD5_Bodysuit_Fabric,0,Jumpsuit (No Arms)
10,00011101000000101000,Vtaw_WD5BodysuitShoes,0,OMOD_Vtaw_WD5_BodysuitShoes_White;OMOD_Vtaw_WD5_BodysuitShoes_Vault;OMOD_Vtaw_WD5_BodysuitShoes_Metal;OMOD_Vtaw_WD5_BodysuitShoes_Latex;OMOD_Vtaw_WD5_BodysuitShoes_Cyber;OMOD_Vtaw_WD5_BodysuitShoes_Brown;OMOD_Vtaw_WD5_BodysuitShoes_Base;OMOD_Vtaw_WD5_BodysuitShoes_Nano;OMOD_Vtaw_WD5_BodysuitShoes_Stripe;OMOD_Vtaw_WD5_BodysuitShoes_Institute;OMOD_Vtaw_WD5_BodysuitShoes_Fabric,0,
