Sex,Occupation,EditorID,MinLevel,Compatible OMODs,Is NSFW?,Clothing Type
10,00000000000000000100,DX_Agility,0,,0,Tank Top w/Shorts
10,00000000000000000100,DX_AgilityNoSash,0,,0,Tank Top w/Shorts
10,00000000000000000100,DX_Charisma,0,,0,Tank Top w/Shorts
10,00000000000000000100,DX_CharismaNoSash,0,,0,Tank Top w/Shorts
10,00000000000000000100,DX_Endurance,0,,0,Tank Top w/Shorts
10,00000000000000000100,DX_EnduranceNoSash,0,,0,Tank Top w/Shorts
10,00000000000000000100,DX_Intelligence,0,,0,Tank Top w/Shorts
10,00000000000000000100,DX_IntelligenceNoSash,0,,0,Tank Top w/Shorts
10,00000000000000000100,DX_Luck,0,,0,Tank Top w/Shorts
10,00000000000000000100,DX_LuckNoSash,0,,0,Tank Top w/Shorts
10,00000000000000000100,DX_Perception,0,,0,Tank Top w/Shorts
10,00000000000000000100,DX_PerceptionNoSash,0,,0,Tank Top w/Shorts
10,00000000000000000100,DX_Strength,0,,0,Tank Top w/Shorts
10,00000000000000000100,DX_StrengthNoSash,0,,0,Tank Top w/Shorts
