Sex , Occupation           , Form ID; Form ID; Form ID
10  , 10000010000010001000 , E7000F99
10  , 10000010000010001000 , E700174E
10  , 10000010000010001000 , E700174C
10  , 10000010000010001000 , E7004588
10  , 10000010000010001000 , E700CF17
10  , 10000010000010001000 , E7000FA9
10  , 10000010000010001000 , E700CF16
10  , 10000010000010001000 , E7007ADE
10  , 10000010000010001000 , E700174A
10  , 10000010000010001000 , E7003646
10  , 10000010000010001000 , E7001748
10  , 10000010000010001000 , E7003647
10  , 10000010000010001000 , E70054BD
10  , 10000010000010001000 , E7005C58
10  , 10000010000010001000 , E7005C57
10  , 10000010000010001000 , E7001EFB
10  , 10000010000010001000 , E7001EFC
10  , 10000010000010001000 , E70026E4
10  , 10000010000010001000 , E70026E6
10  , 10000010000010001000 , E7000FA7
10  , 10000010000010001000 , E7002EA7
10  , 10000010000010001000 , E70026E8
10  , 10000010000010001000 , E70026EB
10  , 10000010000010001000 , E70063F7
10  , 10000010000010001000 , E70091BE
10  , 10000010000010001000 , E7000FA3
10  , 10000010000010001000 , E7000FAB
10  , 10000010000010001000 , E7008A1D
10  , 10000010000010001000 , E7001746
10  , 10000010000010001000 , E7001EF9
10  , 10000010000010001000 , E7002F62
10  , 10000010000010001000 , E7000F9B
10  , 10000010000010001000 , E7007AD2
10  , 10000010000010001000 , E7000F9F
10  , 10000010000010001000 , E7002F95
10  , 10000010000010001000 , E7003642
10  , 10000010000010001000 , E70063F3
10  , 10000010000010001000 , E7008A22
10  , 10000010000010001000 , E7003644
