Sex , Occupation           , Form ID[;...] , MinLevel
# 2B
10  , 10011000000000000000 , D90026B5
10  , 10011000000000000000 , D9001EF5
10  , 10011000000000000000 , D90026AF
10  , 10011000000000000000 , D9002E63
10  , 10011000000000000000 , D900360C
10  , 10011000000000000000 , D900553C
10  , 10011000000000000000 , D9005539
10  , 10011000000000000000 , D9005536
10  , 10011000000000000000 , D900174C
10  , 10011000000000000000 , D90026B3
10  , 10011000000000000000 , D90026BE
10  , 10011000000000000000 , D9001EEF
10  , 10011000000000000000 , D9001EF1
10  , 10011000000000000000 , D90026BB
10  , 10011000000000000000 , D9002E5A
10  , 10011000000000000000 , D9002E5D
10  , 10011000000000000000 , D9002E5F

# Bikinis & Swimsuits
10  , 00001010001111001010 , D9004517
10  , 00001010001111001010 , D9004515
10  , 00001010001111001010 , D9010594
10  , 00001010001111001010 , D9010597
10  , 00001010001111001010 , D9005C53
10  , 00001010001111001010 , D900A197
10  , 00001010001111001010 , D900A199
10  , 00001010001111001010 , D9008A98
10  , 00001010001111001010 , D900A18E

# BlackCat
10  , 01101111111010101000 , D9000FA0
10  , 01101111111010101000 , D90054B1
10  , 01101111111010101000 , D9000FA2
10  , 01101111111010101000 , D90054B3
10  , 01101111111010101000 , D900A945
10  , 01101111111010101000 , D9001743
10  , 01101111111010101000 , D9000F9D
10  , 01101111111010101000 , D9000F9B
10  , 01101111111010101000 , D900A19D

# Corset
10  , 00001010011111001010 , D9003D70
10  , 00001010011111001010 , D9003D72
10  , 00001010011111001010 , D9003D74
10  , 00001010011111001010 , D90054AD
10  , 00001010011111001010 , D90054AB

# Cyborg
10  , 10011001000000000000 , D9006C86
10  , 10011001000000000000 , D9006C88

# Dva
10  , 00001000000000001000 , D90063F5 , 50
10  , 00001000000000001000 , D90063FB , 50
10  , 00001000000000001000 , D90063F8 , 50

# Leotard
10  , 11111111111111101010 , D9007434
10  , 11111111111111101010 , D9007C52
10  , 11111111111111101010 , D900B8B3
10  , 11111111111111101010 , D900B945
10  , 11111111111111101010 , D900A942

# GhoulHunter
10  , 01101111111111101001 , D900A173
10  , 01101111111111101001 , D900A179
10  , 01101111111111101001 , D900A93C
10  , 01101111111111101001 , D900A93F
10  , 01101111111111101001 , D900FDF8
10  , 01101111111111101001 , D900A176
10  , 01101111111111101001 , D900A1A0

# Jacket
10  , 01111111111011111001 , D900B0E7
10  , 01111111111011111001 , D900B0E9
10  , 01111111111011111001 , D900B0EB
10  , 01111111111011111001 , D900B0ED

# Katarina
10  , 11111111111011111001 , D900DF7A
10  , 11111111111011111001 , D900DF7C
10  , 11111111111011111001 , D900DF72
10  , 11111111111011111001 , D900DF82
10  , 11111111111011111001 , D900DF76
10  , 11111111111011111001 , D900DF78
10  , 11111111111011111001 , D900DF70
10  , 11111111111011111001 , D900DF89
10  , 10011001000000000000 , D9006C8E;D9006C86 # Gloves for cyborg arm

# Lingerie
10  , 10000010000100001010 , D9003603
10  , 10000010000100001010 , D9003605
10  , 10000010000100001010 , D9003609
10  , 10000010000100001010 , D900267B
10  , 10000010000100001010 , D900A191
10  , 10000010000100001010 , D9001746
10  , 10000010000100001010 , D900268C
10  , 10000010000100001010 , D9001748

# Roman
10  , 10000010011110001010 , D900B8AD
10  , 10000010011110001010 , D900C892
10  , 10000010011110001010 , D900C894
10  , 10000010011110001010 , D900C890

# Shuten
10  , 10011000000000000000 , D90082F7
10  , 10011000000000000000 , D901145F
