Sex , Occupation           , Form ID; Form ID; Form ID
10  , 01001110011000011010 , 0E000F9B
10  , 01001110011000011010 , 0E001F66
10  , 01001110011000011010 , 0E001F68
10  , 01001110011000011010 , 0E001F6A
10  , 01001110011000011010 , 0E001F6C
10  , 01001110011000011010 , 0E000FA9
10  , 01001110011000011010 , 0E000FA2
10  , 01001110011000011010 , 0E000FAD
10  , 01001110011000011010 , 0E000FA7
10  , 01001110011000011010 , 0E000FA0
10  , 01001110011000011010 , 0E000F9E
10  , 01001110011000011010 , 0E001F72
10  , 01001110011000011010 , 0E001F74
