Sex , Occupation           , Form ID; Form ID; Form ID , MinLevel
10  , 10000010011011001010 , FE000003
10  , 10000010011011001010 , FE000018
10  , 10000010011011001010 , FE00001B
10  , 10000010011011001010 , FE000FAA
10  , 10000010011011001010 , FE000020
10  , 10000010011011001010 , FE000017
10  , 10000010011011001010 , FE00001D
10  , 10000010011011001010 , FE00000E
10  , 10000010011011001010 , FE000013
10  , 10000010011011001010 , FE00000D
10  , 10000010011011001010 , FE000028
10  , 10000010011011001010 , FE000005
10  , 10000010011011001010 , FE000FAD
10  , 10000010011011001010 , FE000002
10  , 10000010011011001010 , FE000026
10  , 10000010011011001010 , FE000021
10  , 10000010011011001010 , FE000045
10  , 10000010011011001010 , FE000025
10  , 10000010011011001010 , FE000019
10  , 10000010011011001010 , FE00001A
10  , 10000010011011001010 , FE000001
10  , 10000010011011001010 , FE000022
10  , 10000010011011001010 , FE000027
10  , 10000010011011001010 , FE000043
10  , 10000010011011001010 , FE000004
10  , 10000010011011001010 , FE000055
10  , 10000010011011001010 , FE000016
10  , 10000010011011001010 , FE000015
10  , 10000010011011001010 , FE00002A
10  , 10000010011011001010 , FE00000A
10  , 10000010011011001010 , FE000009
10  , 10000010011011001010 , FE00000B
10  , 10000010011011001010 , FE00001C
10  , 10000010011011001010 , FE00001E
10  , 10000010011011001010 , FE000008
10  , 10000010011011001010 , FE00001F
10  , 10000010011011001010 , FE00003E
10  , 10000010011011001010 , FE000014
10  , 10000010011011001010 , FE000041
10  , 10000010011011001010 , FE00000C
10  , 10000010011011001010 , FE00000F
10  , 10000010011011001010 , FE000011
10  , 10000010011011001010 , FE000010
10  , 10000010011011001010 , FE000012
