Sex , Occupation           , Form ID; Form ID; Form ID
# western
10  , 11100010011011101000 , FE0C0892
10  , 11100010011011101000 , FE0C0893
10  , 11100010011011101000 , FE0C0894
10  , 11100010011011101000 , FE0C0895
10  , 11100010011011101000 , FE0C0896
10  , 11100010011011101000 , FE0C0897
10  , 11100010011011101000 , FE0C0898
10  , 11100010011011101000 , FE0C0899
10  , 11100010011011101000 , FE0C089A
10  , 11100010011011101000 , FE0C089B
10  , 11100010011011101000 , FE0C089C
10  , 11100010011011101000 , FE0C089D
10  , 11100010011011101000 , FE0C089E
10  , 11100010011011101000 , FE0C089F
10  , 11100010011011101000 , FE0C0847
10  , 11100010011011101000 , FE0C0851
10  , 11100010011011101000 , FE0C0848
10  , 11100010011011101000 , FE0C0852
10  , 11100010011011101000 , FE0C084D
10  , 11100010011011101000 , FE0C0857
10  , 11100010011011101000 , FE0C084C
10  , 11100010011011101000 , FE0C0856
10  , 11100010011011101000 , FE0C0844
10  , 11100010011011101000 , FE0C084E
10  , 11100010011011101000 , FE0C0845
10  , 11100010011011101000 , FE0C084F
10  , 11100010011011101000 , FE0C084A
10  , 11100010011011101000 , FE0C0854
10  , 11100010011011101000 , FE0C0849
10  , 11100010011011101000 , FE0C0853
10  , 11100010011011101000 , FE0C0846
10  , 11100010011011101000 , FE0C0850
10  , 11100010011011101000 , FE0C084B
10  , 11100010011011101000 , FE0C0855
# western sherrif
10  , 01100100000000101000 , FE0C08A0
11  , 01100100000000101000 , FE0C089F
# western hat
11  , 11100010011011101000 , FE0C0858
# gunner boss
10  , 00000100000010101000 , FE0C0905
10  , 00000100000010101000 , FE0C0906
# gunner soldier
10  , 00000100000010101000 , FE0C0907
10  , 00000100000010101000 , FE0C0908
# slave harness
10  , 10000010000100000010 , FE0C0816
10  , 10000010000100000010 , FE0C0818
10  , 10000010000100000010 , FE0C0819
10  , 10000010000100000010 , FE0C081A
# slave radstag
10  , 10000010000100000010 , FE0C081B
10  , 10000010000100000010 , FE0C081C
10  , 10000010000100000010 , FE0C081D
10  , 10000010000100000010 , FE0C081E
10  , 10000010000100000010 , FE0C081F
10  , 10000010000100000010 , FE0C0820
# slave rags
10  , 10000010000100000010 , FE0C0821
10  , 10000010000100000010 , FE0C0822
10  , 10000010000100000010 , FE0C0823
10  , 10000010000100000010 , FE0C0824
# slave
10  , 10000010000100000010 , FE0C0825
10  , 10000010000100000010 , FE0C0826
10  , 10000010000100000010 , FE0C0827
10  , 10000010000100000010 , FE0C0828
10  , 10000010000100000010 , FE0C0829
10  , 10000010000100000010 , FE0C082A
10  , 10000010000100000010 , FE0C082B
10  , 10000010000100000010 , FE0C082C
10  , 10000010000100000010 , FE0C0903
10  , 10000010000100000010 , FE0C0914
10  , 10000010000100000010 , FE0C0904
# raider
10  , 10000010000010000000 , FE0C08DF
10  , 10000010000010000000 , FE0C08CB
10  , 10000010000010000000 , FE0C08FF
10  , 10000010000010000000 , FE0C08CC
10  , 10000010000010000000 , FE0C0900
10  , 10000010000010000000 , FE0C08CD
10  , 10000010000010000000 , FE0C0901
10  , 10000010000010000000 , FE0C08CE
10  , 10000010000010000000 , FE0C0902
10  , 10000010000010000000 , FE0C08D7
10  , 10000010000010000000 , FE0C08D8
10  , 10000010000010000000 , FE0C08D9
10  , 10000010000010000000 , FE0C08DA
10  , 10000010000010000000 , FE0C08CF
10  , 10000010000010000000 , FE0C08D0
10  , 10000010000010000000 , FE0C08D1
10  , 10000010000010000000 , FE0C08D2
10  , 10000010000010000000 , FE0C08D3
10  , 10000010000010000000 , FE0C08D4
10  , 10000010000010000000 , FE0C08D5
10  , 10000010000010000000 , FE0C08D6
10  , 10000010000010000000 , FE0C08DB
10  , 10000010000010000000 , FE0C08DC
10  , 10000010000010000000 , FE0C08DD
10  , 10000010000010000000 , FE0C08DE
