Sex , Occupation           , Form ID; Form ID; Form ID
10  , 10000010011110010001 , 15000F9E
10  , 10000010011110010001 , 1500270D
10  , 10000010011110010001 , 15000FA0
10  , 10000010011110010001 , 15001F65
10  , 10000010011110010001 , 15001F67
10  , 10000010011110010001 , 15001F69
10  , 10000010011110010001 , 15001F6B
10  , 10000010011110010001 , 15000FA4
10  , 10000010011110010001 , 15000F9B
10  , 10000010011110010001 , 15001F71
10  , 10000010011110010001 , 15002EAF
10  , 10000010011110010001 , 15000FA2
