Sex , Occupation           , Form ID; Form ID; Form ID
10  , 11111111111111111111 , 01000801
10  , 11111111111111111111 , 01000804
10  , 11111111111111111111 , 01000807
10  , 11111111111111111111 , 0100080A
10  , 11111111111111111111 , 0100080D
10  , 11111111111111111111 , 01000810
10  , 11111111111111111111 , 01000813
10  , 11111111111111111111 , 01000816
10  , 11111111111111111111 , 0100081F
10  , 11111111111111111111 , 01000820
10  , 11111111111111111111 , 01000821
10  , 11111111111111111111 , 01000822
10  , 11111111111111111111 , 01000823
10  , 11111111111111111111 , 01000824
