Sex , Occupation           , Form ID; Form ID; Form ID
10  , 11101010011010010111 , 7B000801
10  , 11101010011010010111 , 7B000803
10  , 11101010011010010111 , 7B000805
10  , 11101010011010010111 , 7B000807
10  , 11101010011010010111 , 7B000809
10  , 11101010011010010111 , 7B00080B
10  , 11101010011010010111 , 7B00080D
10  , 11101010011010010111 , 7B00080F
10  , 11101010011010010111 , 7B000811
10  , 11101010011010010111 , 7B000813
10  , 11101010011010010111 , 7B000814
10  , 11101010011010010111 , 7B000816
10  , 11101010011010010111 , 7B000817
10  , 11101010011010010111 , 7B00081B
10  , 11101010011010010111 , 7B00081D
10  , 11101010011010010111 , 7B00081E
10  , 11101010011010010111 , 7B00081F
10  , 11101010011010010111 , 7B000822
10  , 11101010011010010111 , 7B000825
10  , 11101010011010010111 , 7B000827
10  , 11101010011010010111 , 7B00082A
10  , 11101010011010010111 , 7B00082B
10  , 11101010011010010111 , 7B00082D
10  , 11101010011010010111 , 7B00082F
10  , 11101010011010010111 , 7B000831
10  , 11101010011010010111 , 7B000832
10  , 11101010011010010111 , 7B000835
10  , 11101010011010010111 , 7B000854
10  , 11101010011010010111 , 7B000857
10  , 11101010011010010111 , 7B000859
10  , 11101010011010010111 , 7B00085C
10  , 11101010011010010111 , 7B000860
10  , 11101010011010010111 , 7B000863
10  , 11101010011010010111 , 7B000866
10  , 11101010011010010111 , 7B000869
10  , 11101010011010010111 , 7B00086C
10  , 11101010011010010111 , 7B000876
10  , 11101010011010010111 , 7B000877
10  , 11101010011010010111 , 7B000878
10  , 11101010011010010111 , 7B000879
10  , 11101010011010010111 , 7B00087A
10  , 11101010011010010111 , 7B00087B
10  , 11101010011010010111 , 7B00087C
10  , 11101010011010010111 , 7B00087D
