Sex , Occupation           , Form ID; Form ID; Form ID
# Making an executive decision that these are female-only even though yes
# men do wear necklaces and earrings obv. Just change sex to 11 and release
# that file as a standalone mod, if you want these worn by males.
10  , 11101111111011111101 , FE01D010
10  , 11101111111011111101 , FE01D011
10  , 11101111111011111101 , FE01D041
10  , 11101111111011111101 , FE01D029
10  , 11101111111011111101 , FE01D024
10  , 11101111111011111101 , FE01D012
10  , 11101111111011111101 , FE01D015
10  , 11101111111011111101 , FE01D03F
10  , 11101111111011111101 , FE01D025
10  , 11101111111011111101 , FE01D016
10  , 11101111111011111101 , FE01D014
10  , 11101111111011111101 , FE01D013
10  , 11101111111011111101 , FE01D032
10  , 11101111111011111101 , FE01D031
10  , 11101111111011111101 , FE01D042
10  , 11101111111011111101 , FE01D028
10  , 11101111111011111101 , FE01D030
10  , 11101111111011111101 , FE01D02F
10  , 11101111111011111101 , FE01D02E
10  , 11101111111011111101 , FE01D040
10  , 11101111111011111101 , FE01D02D
10  , 11101111111011111101 , FE01D02C
10  , 11101111111011111101 , FE01D02B
10  , 11101111111011111101 , FE01D02A
10  , 11101111111011111101 , FE01D007
10  , 11101111111011111101 , FE01D00F
10  , 11101111111011111101 , FE01D00B
10  , 11101111111011111101 , FE01D027
10  , 11101111111011111101 , FE01D026
10  , 11101111111011111101 , FE01D008
10  , 11101111111011111101 , FE01D00A
10  , 11101111111011111101 , FE01D021
10  , 11101111111011111101 , FE01D00C
10  , 11101111111011111101 , FE01D017
10  , 11101111111011111101 , FE01D00D
10  , 11101111111011111101 , FE01D020
10  , 11101111111011111101 , FE01D009
10  , 11101111111011111101 , FE01D03E
10  , 11101111111011111101 , FE01D00E
10  , 11101111111011111101 , FE01D018
10  , 11101111111011111101 , FE01D01A
10  , 11101111111011111101 , FE01D01B
10  , 11101111111011111101 , FE01D043
10  , 11101111111011111101 , FE01D033
10  , 11101111111011111101 , FE01D023
10  , 11101111111011111101 , FE01D019
10  , 11101111111011111101 , FE01D01C
10  , 11101111111011111101 , FE01D044
10  , 11101111111011111101 , FE01D022
10  , 11101111111011111101 , FE01D01D
10  , 11101111111011111101 , FE01D01E
10  , 11101111111011111101 , FE01D01F
10  , 11101111111011111101 , FE01D03D
10  , 11101111111011111101 , FE01D03C
10  , 11101111111011111101 , FE01D045
10  , 11101111111011111101 , FE01D03B
10  , 11101111111011111101 , FE01D03A
10  , 11101111111011111101 , FE01D039
10  , 11101111111011111101 , FE01D038
10  , 11101111111011111101 , FE01D046
10  , 11101111111011111101 , FE01D037
10  , 11101111111011111101 , FE01D036
10  , 11101111111011111101 , FE01D035
10  , 11101111111011111101 , FE01D034
