Sex , Occupation           , Form ID; Form ID; Form ID
# Adventurer
10  , 11110101110011101000 , D8004FA6
10  , 11110101110011101000 , D8004FA8
10  , 11110101110011101000 , D800574A
10  , 11110101110011101000 , D8005760
10  , 11110101110011101000 , D8004FA3
10  , 11110101110011101000 , D8005750
10  , 11110101110011101000 , D800574D
10  , 11110101110011101000 , D800575D
10  , 11110101110011101000 , D800382A
10  , 11110101110011101000 , D8003828

# Blouse
10  , 11100111111011111001 , D8003DB6
10  , 11100111111011111001 , D8006BA7
10  , 11100111111011111001 , D800736D
10  , 11100111111011111001 , D80063FD
10  , 11100111111011111001 , D8003DB6;D8006BB3 # blouse, chain for blouse
10  , 11100111111011111001 , D8006BA7;D8006BB3 # blouse, chain for blouse
10  , 11100111111011111001 , D800736D;D8006BB3 # blouse, chain for blouse
10  , 11100111111011111001 , D80063FD;D8006BB3 # blouse, chain for blouse

# Blouse with skirt
10  , 11100111111011111001 , D8007350;D8007352 # blouse for skirt, skirt for blouse
10  , 11100111111011111001 , D8007356;D8007352 # blouse for skirt, skirt for blouse
10  , 11100111111011111001 , D800736E;D8007352 # blouse for skirt, skirt for blouse

# Blouse with skirt, with chain
10  , 11100111111011111001 , D8007350;D8007352;D8006BB3 # blouse for skirt, skirt for blouse, chain for blouse
10  , 11100111111011111001 , D8007356;D8007352;D8006BB3 # blouse for skirt, skirt for blouse, chain for blouse
10  , 11100111111011111001 , D800736E;D8007352;D8006BB3 # blouse for skirt, skirt for blouse, chain for blouse

# Bodysuit
10  , 00011101000000101000 , D8001FC3
10  , 00011101000000101000 , D800276D
10  , 00011101000000101000 , D8001FC5
10  , 00011101000000101000 , D8003F3B
10  , 00011101000000101000 , D8003F3C
10  , 00011101000000101000 , D8003F3D
10  , 00011101000000101000 , D8003F3E
10  , 00011101000000101000 , D8003F41
10  , 00011101000000101000 , D8003F42
10  , 00011101000000101000 , D8001FC7
10  , 00011101000000101000 , D8002773
10  , 00011101000000101000 , D8002FA1
10  , 00011101000000101000 , D80017DE
10  , 00011101000000101000 , D8002767
10  , 00011101000000101000 , D8002769
10  , 00011101000000101000 , D800276B
10  , 00011101000000101000 , D8002FA4
10  , 00011101000000101000 , D800378F
10  , 00011101000000101000 , D8003F2E
10  , 00011101000000101000 , D8003F2F

# Bras
10  , 11111111111111111011 , D8003FA2
10  , 11111111111111111011 , D8003FE9
10  , 11111111111111111011 , D8003FEB
10  , 11111111111111111011 , D8003FEF

# DoS
10  , 00001010000100000010 , D8002E15
10  , 00001010000100000010 , D800173A
10  , 00001010000100000010 , D800B08B
10  , 00001010000100000010 , D8001742
10  , 00001010000100000010 , D8001743
10  , 00001010000100000010 , D8001744
10  , 00001010000100000010 , D8001745
10  , 00001010000100000010 , D800B08E
10  , 00001010000100000010 , D8001746
10  , 00001010000100000010 , D8000F9A
10  , 00001010000100000010 , D800267B
10  , 00001010000100000010 , D8001747

# Dress
10  , 01001000011000000000 , D80027DE
10  , 01001000011000000000 , D8002FD2
10  , 01001000011000000000 , D8002FD4
10  , 01001000011000000000 , D8002FD6
10  , 01001000011000000000 , D8003014;D8003FA2 # dress for bra, bra
10  , 01001000011000000000 , D8003014;D8003FE9 # dress for bra, bra
10  , 01001000011000000000 , D8003014;D8003FEB # dress for bra, bra
10  , 01001000011000000000 , D8003014;D8003FEF # dress for bra, bra

10  , 11111111111111111011 , D800280C # elbow
10  , 11111111111111111011 , D8004747 # garterbelt
10  , 11111111111111111011 , D800280E # harness
10  , 11111111111111111011 , D8002808 # Arm belts

# High heels
10  , 11111111111111111111 , D8001FDF
10  , 11111111111111111111 , D8002FCF
# Bracelets
10  , 11111111111111111111 , D8002814
10  , 11111111111111111111 , D8002816

# Chains
10  , 11111111111111111111 , D8006BB1
10  , 11111111111111111111 , D800280A # choker

# Leg belts
10  , 11111111111111111111 , D8002810
10  , 11111111111111111111 , D8002812

10  , 11111111111111111111 , D800A132 # leggings
10  , 11111111111111111111 , D8002005 # long gloves

10  , 11111111111111111111 , D8002806 # Neck

# Hotpants
10  , 10000010001111001010 , D800A8E9
10  , 10000010001111001010 , D800B091
10  , 10000010001111001010 , D800A8EB
10  , 10000010001111001010 , D800B093

# Miniskirts
10  , 11111111111111111011 , D800A136
10  , 11111111111111111011 , D8001FFF

# Panties
10  , 11111111111111111111 , D8005C29
10  , 11111111111111111111 , D8007357
10  , 11111111111111111111 , D8005C3D

# Pantyhose
10  , 11111111111111111111 , D800548C
10  , 11111111111111111111 , D8004CF1
10  , 11111111111111111111 , D8006BAA
10  , 11111111111111111111 , D8007B0A

10  , 11111111111111111111 , D8001FF6 # pumps

# Shoes
10  , 11111111111111111111 , D8006BAE
10  , 11111111111111111111 , D800A146;D800A132 # Shoes for leggings, leggings

# Skirt
10  , 11111111111111111011 , D8004552
10  , 11111111111111111011 , D8004556

# Stockings
10  , 11111111111111111011 , D800474A
10  , 11111111111111111011 , D8001FFC;D8001FDF # for high heels, high heels
10  , 11111111111111111011 , D8001FFC;D8002FCF # for high heels, high heels
10  , 11111111111111111011 , D8001FF9;D8001FF6 # for pumps, pumps

# Suspenders
10  , 10001101010011000000 , D800B086
10  , 10001101010011000000 , D8002002

10  , 10001010000110001010 , D8003FA5 # thong

# Top
10  , 11111111111011101000 , D8008A58
10  , 11111111111011101000 , D8001FCF
10  , 11111111111011101000 , D8001FD1
10  , 11111111111011101000 , D8008A5A
10  , 11111111111011101000 , D8001FD3
10  , 11111111111011101000 , D8001FD5
10  , 11111111111011101000 , D8001FD7
10  , 11111111111011101000 , D8001FD9
10  , 11111111111011101000 , D80091F6
10  , 11111111111011101000 , D8001FDB
10  , 11111111111011101000 , D8001FDD
10  , 11111111111011101000 , D80091F7
10  , 11111111111011101000 , D8009996

10  , 11111111100011101000 , D80082A7 # Vest
